,average,yearpublished,minplayers,maxplayers,NEW_CAT_Family_Game,NEW_CAT_Heavy_Game,NEW_CAT_Party_Game,NEW_CAT_Strategy_Game
8780,5.56201,2010,2.0,4.0,0,0,0,0
8781,6.50913,2013,1.0,8.0,0,0,1,0
8782,5.24373,1997,2.0,4.0,1,0,0,0
8783,7.07123,2017,1.0,4.0,0,0,0,1
8784,5.67486,2012,3.0,8.0,0,0,1,0
8785,6.6905,2014,2.0,4.0,0,0,0,0
8786,7.07989,2005,2.0,2.0,0,0,0,1
8787,7.61838,2020,1.0,4.0,1,0,0,0
8788,5.94782,2006,4.0,8.0,0,0,1,0
8789,5.69406,2016,2.0,6.0,0,0,1,0
8790,6.56626,1987,2.0,16.0,0,0,1,0
8791,8.40107,2011,2.0,2.0,0,0,0,1
8792,5.51771,2015,4.0,12.0,0,0,1,0
8793,7.0324,2019,2.0,2.0,1,0,0,0
8794,5.69109,2015,2.0,2.0,0,0,0,0
8795,7.84441,2016,2.0,2.0,0,1,0,0
8796,6.18771,2010,2.0,2.0,1,0,0,0
8797,5.59382,2011,2.0,5.0,1,0,0,0
8798,7.94095,2020,2.0,5.0,0,0,0,1
8799,6.74263,2013,2.0,2.0,0,0,0,1
8800,7.53258,2019,1.0,8.0,0,0,0,1
8801,4.91996,2017,2.0,4.0,1,0,0,0
8802,6.55556,2013,1.0,4.0,1,0,0,0
8803,6.60511,2006,1.0,2.0,0,0,0,1
8804,7.61626,2018,1.0,1.0,0,0,0,1
8805,7.70609,2019,2.0,4.0,0,0,0,1
8806,5.75,1991,2.0,5.0,1,0,0,0
8807,6.04944,2009,3.0,4.0,0,0,0,1
8808,6.11938,2016,3.0,6.0,0,0,0,1
8809,6.36174,2010,2.0,4.0,0,0,0,1
8810,7.23897,2015,2.0,2.0,0,0,0,1
8811,6.61315,2016,2.0,4.0,1,0,0,0
8812,8.42023,2013,2.0,4.0,0,0,0,1
8813,7.0764,1910,4.0,4.0,0,0,0,1
8814,5.80281,2006,2.0,4.0,0,0,0,1
8815,6.12156,1982,2.0,2.0,1,0,0,0
8816,8.07261,2014,2.0,4.0,0,0,0,1
8817,6.37178,2018,1.0,7.0,0,0,1,0
8818,6.27921,1985,2.0,2.0,0,0,0,1
8819,6.15149,2017,2.0,8.0,0,0,1,0
8820,7.40626,2020,2.0,10.0,0,0,0,1
8821,7.36751,2017,2.0,4.0,0,0,0,1
8822,6.32365,2017,2.0,6.0,0,0,1,0
8823,3.69421,2002,2.0,4.0,1,0,0,0
8824,6.7632,2000,2.0,8.0,0,0,0,1
8825,5.06606,2008,2.0,2.0,0,0,0,0
8826,6.11695,2007,2.0,5.0,1,0,0,0
8827,6.72401,1986,2.0,2.0,1,0,0,0
8828,6.21158,2005,2.0,4.0,1,0,0,0
8829,6.75051,2012,1.0,1.0,0,0,0,1
8830,6.71723,2008,2.0,2.0,0,0,0,1
8831,6.42147,2009,1.0,4.0,0,0,0,1
8832,4.99124,2004,2.0,6.0,0,0,1,0
8833,7.91208,2021,2.0,4.0,0,0,0,1
8834,7.00379,2017,2.0,8.0,0,0,1,0
8835,6.37542,1986,1.0,7.0,0,0,0,1
8836,7.6705,2019,2.0,4.0,0,0,0,1
8837,5.43785,2011,2.0,4.0,0,0,0,0
8838,6.72783,2019,2.0,10.0,0,0,1,0
8839,5.69407,1975,2.0,2.0,0,0,0,1
8840,7.28651,2017,2.0,4.0,0,0,0,1
8841,6.3957,2018,2.0,5.0,0,0,0,1
8842,6.14746,1998,2.0,4.0,0,0,0,1
8843,7.17978,2021,2.0,6.0,0,0,1,0
8844,6.46723,1984,2.0,2.0,0,0,0,1
8845,5.89175,1972,2.0,6.0,0,0,1,0
8846,6.41983,1989,2.0,5.0,1,0,0,0
8847,4.28147,2011,2.0,8.0,0,0,1,0
8848,6.92373,1991,2.0,4.0,0,1,0,0
8849,5.69085,2008,3.0,5.0,1,0,0,0
8850,5.65006,2002,2.0,4.0,0,0,0,0
8851,6.84716,2017,1.0,4.0,1,0,0,0
8852,7.18861,2021,1.0,5.0,0,0,0,1
8853,6.16216,2002,3.0,6.0,0,0,1,0
8854,6.9642,1998,2.0,6.0,0,0,0,1
8855,4.8996,2001,3.0,5.0,1,0,0,0
8856,6.97317,2021,2.0,6.0,0,0,1,0
8857,5.76108,1991,2.0,2.0,1,0,0,0
8858,6.25795,2013,2.0,6.0,0,0,1,0
8859,6.19886,2012,2.0,4.0,0,0,0,1
8860,5.7106,2011,2.0,4.0,0,0,0,1
8861,3.12631,2015,2.0,4.0,1,0,0,0
8862,5.89545,1991,2.0,6.0,0,0,1,0
8863,8.28818,2019,2.0,2.0,0,1,0,0
8864,6.10114,2019,2.0,4.0,1,0,0,0
8865,5.98886,1981,2.0,2.0,0,0,0,1
8866,6.77153,2016,2.0,4.0,0,0,0,1
8867,6.34886,2002,2.0,2.0,0,0,0,1
8868,5.51801,2002,2.0,4.0,1,0,0,0
8869,7.11557,2007,2.0,2.0,0,0,0,1
8870,7.11867,1973,2.0,2.0,0,0,0,1
8871,5.31881,2006,2.0,4.0,1,0,0,0
8872,7.25966,1992,1.0,2.0,0,0,0,1
8873,5.66,2009,2.0,6.0,0,0,1,0
8874,5.68943,2009,2.0,4.0,1,0,0,0
8875,5.46619,2005,2.0,12.0,0,0,1,0
8876,5.68205,2004,2.0,6.0,0,0,1,0
8877,5.92764,2004,3.0,6.0,0,0,1,0
8878,5.60568,2003,4.0,7.0,0,0,1,0
8879,5.59398,1979,2.0,2.0,0,0,0,1
8880,6.80034,2017,2.0,5.0,0,0,0,1
8881,6.04602,1945,2.0,5.0,1,0,0,0
8882,6.77669,2017,2.0,4.0,1,0,0,0
8883,7.4589,2003,2.0,8.0,0,1,0,0
8884,7.97587,1996,1.0,4.0,0,1,0,0
8885,6.75543,2012,3.0,5.0,0,0,0,1
8886,6.03807,2005,3.0,7.0,0,0,1,0
8887,7.43686,2021,2.0,6.0,0,0,0,1
8888,7.9093,2007,3.0,6.0,0,0,0,1
8889,6.66331,2016,3.0,4.0,0,0,0,0
8890,6.44023,2016,1.0,4.0,1,0,0,0
8891,6.9224,2018,2.0,4.0,0,0,0,1
8892,4.77166,2004,2.0,6.0,0,0,1,0
8893,6.50263,2015,2.0,2.0,0,0,0,1
8894,8.1024,2017,1.0,22.0,0,0,1,0
8895,5.41714,2006,2.0,5.0,1,0,0,0
8896,6.724,2011,3.0,6.0,0,0,0,1
8897,7.05359,2021,1.0,4.0,1,0,0,0
8898,6.18406,1986,1.0,2.0,0,0,0,1
8899,5.57686,2000,2.0,4.0,0,0,0,0
8900,5.74455,2002,2.0,2.0,1,0,0,0
8901,7.27991,2021,1.0,4.0,1,0,0,0
8902,6.06698,2011,1.0,1.0,0,0,0,0
8903,7.40137,2017,2.0,22.0,0,0,0,1
8904,6.63638,2019,1.0,5.0,0,0,0,1
8905,7.54829,2015,2.0,3.0,1,0,0,0
8906,6.2779,2017,2.0,4.0,1,0,0,0
8907,6.51714,2017,2.0,6.0,0,0,0,1
8908,4.9752,2015,2.0,9.0,0,0,1,0
8909,5.1696,2013,3.0,6.0,0,0,1,0
8910,6.55377,2018,2.0,5.0,0,0,0,0
8911,5.92571,2005,2.0,4.0,1,0,0,0
8912,5.09229,1975,2.0,2.0,0,0,0,1
8913,7.6964,2016,1.0,4.0,0,0,0,1
8914,6.50926,2005,2.0,6.0,0,0,0,1
8915,6.84518,2018,2.0,4.0,1,0,0,0
8916,7.62457,1977,1.0,2.0,0,1,0,0
8917,6.43571,2008,1.0,4.0,0,0,0,1
8918,6.0452,2013,3.0,5.0,1,0,0,0
8919,6.12782,2015,3.0,6.0,0,0,0,1
8920,5.44253,1969,2.0,4.0,1,0,0,0
8921,6.792,1988,2.0,6.0,0,0,0,1
8922,5.85233,2001,2.0,4.0,0,0,0,1
8923,6.57874,1988,2.0,2.0,1,0,0,0
8924,7.35517,2014,2.0,2.0,0,0,0,1
8925,6.65891,2018,2.0,5.0,0,1,0,0
8926,6.61626,2015,1.0,12.0,0,0,1,0
8927,6.07163,2018,2.0,5.0,1,0,0,0
8928,6.29799,2003,2.0,6.0,0,0,1,0
8929,4.94566,1991,1.0,6.0,0,0,1,0
8930,5.93454,2015,3.0,6.0,0,0,0,1
8931,5.64971,2013,2.0,4.0,0,0,0,1
8932,6.49414,2000,3.0,6.0,0,0,0,1
8933,5.18678,2013,3.0,6.0,0,0,1,0
8934,6.66063,2016,1.0,2.0,1,0,0,0
8935,5.09647,2005,3.0,5.0,1,0,0,0
8936,7.20632,2004,1.0,6.0,0,0,0,1
8937,7.38601,2019,1.0,4.0,0,0,0,1
8938,6.27425,2006,2.0,4.0,0,0,0,1
8939,7.14661,2013,1.0,1.0,0,0,0,1
8940,5.46264,2014,2.0,8.0,0,0,1,0
8941,6.23161,2011,2.0,6.0,0,0,1,0
8942,5.8289,2016,1.0,6.0,0,0,1,0
8943,6.38482,2002,2.0,6.0,0,0,1,0
8944,5.71546,2017,3.0,6.0,0,0,1,0
8945,5.83571,2012,2.0,8.0,0,0,1,0
8946,7.47155,2015,2.0,2.0,0,0,0,1
8947,6.57815,2019,2.0,5.0,1,0,0,0
8948,5.62971,2017,3.0,8.0,0,0,1,0
8949,6.43329,1954,1.0,4.0,1,0,0,0
8950,6.44815,2000,2.0,4.0,1,0,0,0
8951,5.62532,1985,2.0,10.0,0,0,1,0
8952,6.01424,2005,2.0,12.0,0,0,1,0
8953,5.75838,2004,2.0,5.0,1,0,0,0
8954,4.87318,2011,2.0,2.0,0,0,0,0
8955,6.37494,2017,2.0,5.0,0,0,0,0
8956,8.18931,2017,1.0,2.0,0,1,0,0
8957,5.93295,2002,2.0,2.0,1,0,0,0
8958,6.67908,1993,2.0,2.0,0,0,0,1
8959,6.6026,2015,2.0,4.0,0,0,0,1
8960,7.47977,2014,2.0,4.0,1,0,0,0
8961,5.71977,2009,2.0,6.0,0,0,1,0
8962,6.35853,2017,2.0,4.0,0,0,0,1
8963,5.42936,2006,3.0,6.0,0,0,1,0
8964,6.35969,2018,2.0,4.0,1,0,0,0
8965,5.45663,1983,2.0,4.0,0,0,0,1
8966,7.14046,2014,1.0,1.0,0,0,0,1
8967,7.02042,2018,1.0,4.0,1,0,0,0
8968,5.36476,2013,3.0,6.0,0,0,1,0
8969,7.23954,2018,2.0,4.0,1,0,0,0
8970,7.21962,2005,2.0,4.0,0,0,0,1
8971,5.62139,2005,2.0,4.0,0,0,0,1
8972,8.03884,2003,2.0,10.0,0,0,0,1
8973,5.90443,2018,1.0,12.0,0,0,1,0
8974,6.61867,2017,2.0,8.0,0,0,1,0
8975,6.37665,2015,2.0,5.0,1,0,0,0
8976,5.94572,2010,3.0,5.0,0,0,0,1
8977,6.19379,2013,1.0,5.0,0,0,0,1
8978,6.18721,2017,2.0,4.0,1,0,0,0
8979,5.74651,2000,3.0,5.0,1,0,0,0
8980,6.54041,2007,2.0,2.0,0,0,0,1
8981,6.9834,1973,2.0,4.0,0,0,0,1
8982,7.04036,2018,2.0,4.0,0,0,0,0
8983,4.87256,2001,2.0,4.0,0,0,0,0
8984,5.6564,1991,2.0,2.0,0,0,0,1
8985,6.96023,1973,2.0,3.0,0,0,0,1
8986,6.14826,2009,2.0,2.0,0,0,0,1
8987,7.4284,2019,2.0,4.0,0,0,0,1
8988,8.27197,2021,2.0,2.0,0,0,0,1
8989,5.84738,1991,2.0,6.0,0,0,1,0
8990,6.91314,1977,2.0,2.0,0,0,0,1
8991,7.1674,2016,3.0,8.0,0,0,1,0
8992,7.09938,2019,1.0,4.0,0,0,0,0
8993,7.51628,2019,2.0,4.0,1,0,0,0
8994,5.71529,2008,1.0,5.0,1,0,0,0
8995,6.67385,2009,2.0,2.0,0,0,0,1
8996,5.83674,2020,1.0,4.0,0,0,0,1
8997,5.48774,2009,4.0,8.0,0,0,1,0
8998,6.54831,2015,1.0,1.0,1,0,0,0
8999,5.78161,2008,2.0,2.0,0,0,0,0
9000,6.29535,2013,2.0,4.0,0,0,0,1
9001,7.28954,1980,1.0,2.0,0,0,0,1
9002,5.77724,1977,2.0,2.0,0,0,0,1
9003,6.71512,2002,1.0,2.0,0,0,0,1
9004,6.44733,2016,3.0,7.0,0,0,0,1
9005,7.71217,2018,2.0,2.0,0,0,0,1
9006,7.26916,2013,2.0,2.0,0,0,0,1
9007,4.58573,2004,2.0,4.0,0,0,0,0
9008,5.35316,1977,2.0,3.0,0,0,0,1
9009,5.96275,2010,3.0,6.0,0,0,1,0
9010,7.21936,2009,1.0,1.0,0,0,0,1
9011,6.54561,2009,2.0,4.0,0,0,0,0
9012,4.97106,2003,2.0,8.0,0,0,1,0
9013,5.41696,2005,2.0,4.0,1,0,0,0
9014,7.16936,2012,2.0,2.0,1,0,0,0
9015,6.39397,2017,1.0,4.0,0,0,0,1
9016,6.2731,2009,2.0,4.0,0,0,0,0
9017,5.78803,2002,2.0,4.0,1,0,0,0
9018,5.97134,2017,2.0,8.0,0,0,1,0
9019,5.76501,1988,3.0,8.0,0,0,1,0
9020,6.76257,1992,2.0,6.0,0,0,0,1
9021,7.47953,2021,2.0,5.0,1,0,0,0
9022,7.14685,2019,1.0,4.0,0,0,0,1
9023,7.15497,2006,2.0,2.0,0,0,0,1
9024,6.34813,2016,1.0,7.0,0,0,0,1
9025,6.28503,2009,2.0,4.0,0,0,0,0
9026,4.97953,1991,2.0,12.0,0,0,1,0
9027,6.99012,1910,3.0,4.0,1,0,0,0
9028,5.33722,2008,2.0,4.0,0,0,0,0
9029,6.39298,2018,1.0,4.0,0,0,0,0
9030,6.35515,2018,2.0,4.0,1,0,0,0
9031,6.43333,1978,1.0,3.0,0,0,0,1
9032,6.12749,2004,2.0,5.0,0,0,0,0
9033,6.28246,2006,2.0,2.0,0,0,0,1
9034,5.28229,2015,2.0,4.0,0,0,0,0
9035,6.97647,2014,2.0,6.0,0,0,0,1
9036,5.79894,2008,2.0,4.0,0,0,0,0
9037,6.53,2017,2.0,4.0,0,0,0,1
9038,6.84192,2010,2.0,8.0,0,0,1,0
9039,4.58794,2014,2.0,5.0,0,0,0,0
9040,6.80439,2016,2.0,4.0,0,0,0,1
9041,7.118,2013,2.0,5.0,0,0,0,1
9042,5.14265,2005,2.0,4.0,1,0,0,0
9043,7.29865,1910,2.0,5.0,0,1,0,0
9044,6.05618,1977,3.0,5.0,0,1,0,0
9045,6.10412,2014,2.0,6.0,0,0,0,1
9046,5.67731,1973,2.0,5.0,1,0,0,0
9047,6.43647,1995,2.0,5.0,0,0,0,1
9048,6.59412,2017,2.0,4.0,1,0,0,0
9049,6.91388,2016,2.0,6.0,0,0,1,0
9050,7.17676,2002,2.0,2.0,0,0,0,1
9051,7.29539,2004,2.0,8.0,0,1,0,0
9052,6.73237,2020,1.0,5.0,1,0,0,0
9053,7.14218,2020,2.0,8.0,0,0,1,0
9054,6.82676,2017,2.0,5.0,1,0,0,0
9055,5.77912,1990,3.0,6.0,0,0,1,0
9056,5.41021,1995,2.0,4.0,0,0,0,0
9057,6.02235,2009,2.0,4.0,1,0,0,0
9058,5.93235,2014,2.0,5.0,1,0,0,0
9059,8.11376,2020,1.0,6.0,0,1,0,0
9060,7.19259,2019,1.0,5.0,0,0,0,1
9061,7.57294,2004,2.0,2.0,0,1,0,0
9062,7.59662,2018,2.0,2.0,0,0,0,1
9063,6.67491,2017,2.0,6.0,0,0,1,0
9064,5.56329,2001,4.0,8.0,0,0,1,0
9065,5.67929,1985,2.0,4.0,1,0,0,0
9066,6.29141,2012,2.0,4.0,1,0,0,0
9067,5.21293,2007,2.0,6.0,0,0,1,0
9068,6.97603,2021,2.0,4.0,1,0,0,0
9069,5.78155,2005,3.0,7.0,0,0,1,0
9070,6.71059,2018,2.0,4.0,0,0,0,0
9071,6.40207,1990,2.0,5.0,0,0,0,1
9072,6.9867,2015,2.0,3.0,0,0,0,1
9073,5.31917,2013,2.0,4.0,1,0,0,0
9074,7.90817,2009,2.0,2.0,0,1,0,0
9075,6.31775,1978,2.0,8.0,0,0,0,1
9076,6.94136,2017,2.0,4.0,1,0,0,0
9077,5.94763,1973,1.0,1.0,0,0,0,1
9078,5.16294,2008,3.0,8.0,0,0,1,0
9079,5.50266,2012,2.0,2.0,1,0,0,0
9080,5.64,2001,2.0,6.0,0,0,1,0
9081,5.98166,2017,2.0,4.0,1,0,0,0
9082,5.72645,1987,2.0,6.0,0,0,1,0
9083,6.25148,2014,2.0,6.0,0,0,1,0
9084,6.24615,1992,3.0,6.0,0,0,1,0
9085,6.51651,2015,2.0,6.0,0,0,1,0
9086,5.08679,1983,2.0,4.0,0,0,0,0
9087,7.07439,2019,2.0,4.0,1,0,0,0
9088,5.16805,2012,2.0,2.0,1,0,0,0
9089,5.38562,2015,2.0,6.0,0,0,1,0
9090,5.57965,2010,2.0,8.0,0,0,1,0
9091,5.83308,2010,3.0,12.0,0,0,1,0
9092,6.44793,1981,2.0,2.0,0,0,0,1
9093,7.21302,1995,2.0,2.0,0,0,0,1
9094,6.58402,2014,2.0,2.0,0,0,0,1
9095,5.92941,2007,2.0,4.0,0,0,0,0
9096,5.59107,1990,2.0,4.0,0,0,0,0
9097,6.2499,2016,2.0,5.0,1,0,0,0
9098,6.96905,2019,2.0,8.0,0,0,1,0
9099,5.74345,1993,3.0,5.0,1,0,0,0
9100,6.92071,2020,1.0,22.0,0,0,1,0
9101,5.68833,2005,3.0,5.0,1,0,0,0
9102,6.86935,1981,2.0,2.0,0,0,0,1
9103,7.41293,2005,2.0,2.0,0,0,0,1
9104,6.47887,2016,1.0,5.0,0,0,0,1
9105,5.17214,2009,2.0,4.0,0,0,0,0
9106,5.43447,2007,2.0,5.0,1,0,0,0
9107,6.09196,2004,2.0,6.0,0,0,0,1
9108,6.09702,2008,2.0,4.0,1,0,0,0
9109,7.10756,2011,2.0,2.0,0,0,0,1
9110,6.80185,2020,2.0,6.0,0,0,1,0
9111,6.23104,2020,1.0,4.0,1,0,0,0
9112,5.62542,2012,4.0,6.0,0,0,1,0
9113,6.14018,1975,2.0,2.0,0,0,0,1
9114,6.38307,2006,2.0,2.0,0,0,0,1
9115,5.61601,2002,2.0,10.0,0,0,1,0
9116,6.2779,2010,2.0,4.0,0,0,0,1
9117,4.73383,1981,2.0,4.0,1,0,0,0
9118,6.93443,1990,2.0,3.0,0,1,0,0
9119,6.01533,2012,3.0,5.0,1,0,0,0
9120,5.71617,2010,2.0,6.0,0,0,1,0
9121,6.44311,1977,2.0,2.0,0,0,0,1
9122,6.30988,1977,2.0,2.0,0,0,0,1
9123,7.0259,2019,2.0,5.0,0,0,0,1
9124,4.68599,1998,2.0,4.0,0,0,0,1
9125,6.0515,2005,2.0,4.0,0,0,0,0
9126,6.3482,1991,2.0,2.0,0,0,0,1
9127,6.64605,2015,2.0,4.0,1,0,0,0
9128,8.00389,2021,1.0,1.0,0,0,0,1
9129,7.19622,2012,2.0,7.0,0,0,0,1
9130,7.45699,2010,2.0,2.0,0,0,0,1
9131,7.50042,2017,2.0,4.0,0,0,0,1
9132,5.57223,2005,2.0,6.0,0,0,1,0
9133,5.87174,2004,3.0,10.0,0,0,1,0
9134,6.69012,2019,3.0,5.0,1,0,0,0
9135,5.75659,1991,2.0,6.0,0,0,1,0
9136,6.93114,2000,2.0,2.0,0,0,0,1
9137,5.54371,2004,2.0,4.0,0,0,0,0
9138,5.9951,2011,2.0,4.0,1,0,0,0
9139,6.05,2012,2.0,5.0,0,0,0,0
9140,7.39132,2016,2.0,2.0,1,0,0,0
9141,5.58623,2007,3.0,6.0,0,0,1,0
9142,6.08479,2009,2.0,2.0,1,0,0,0
9143,6.66296,2018,1.0,4.0,0,0,0,1
9144,6.52066,2009,1.0,1.0,1,0,0,0
9145,6.18234,1997,3.0,5.0,0,0,0,1
9146,6.59425,2008,2.0,6.0,0,0,1,0
9147,6.94521,2017,2.0,4.0,0,0,0,1
9148,6.51617,2011,2.0,5.0,0,0,0,1
9149,5.3719,2020,2.0,4.0,1,0,0,0
9150,6.44341,2016,2.0,6.0,0,0,1,0
9151,5.39036,2015,2.0,6.0,0,0,1,0
9152,6.75964,2018,2.0,4.0,0,0,0,0
9153,7.71355,1993,2.0,10.0,0,1,0,0
9154,5.05899,2004,2.0,4.0,1,0,0,0
9155,6.18373,2012,2.0,8.0,0,0,1,0
9156,7.33042,2019,2.0,8.0,0,0,1,0
9157,7.63765,2016,2.0,4.0,0,0,0,1
9158,7.17645,2020,2.0,4.0,1,0,0,0
9159,6.75211,2011,1.0,1.0,0,0,0,1
9160,6.64371,2014,3.0,3.0,1,0,0,0
9161,7.2058,2015,2.0,12.0,0,0,1,0
9162,5.39606,2016,3.0,6.0,0,0,1,0
9163,5.56596,2016,2.0,6.0,0,0,1,0
9164,4.97922,2000,2.0,8.0,0,0,1,0
9165,5.3984,2012,1.0,4.0,1,0,0,0
9166,6.6503,1997,2.0,6.0,0,1,0,0
9167,6.49961,2003,2.0,8.0,0,0,1,0
9168,4.32831,1992,2.0,6.0,0,0,0,1
9169,5.78152,2011,2.0,6.0,0,0,1,0
9170,6.58458,1979,2.0,6.0,0,0,0,1
9171,6.14307,1999,2.0,2.0,1,0,0,0
9172,5.82048,1991,2.0,6.0,0,0,1,0
9173,6.50151,1992,2.0,2.0,0,0,0,1
9174,6.29703,2010,2.0,2.0,0,0,0,0
9175,4.77242,1971,2.0,2.0,0,0,0,0
9176,7.20994,2018,2.0,4.0,0,0,0,1
9177,5.48785,1993,2.0,4.0,0,0,0,0
9178,6.95482,2020,2.0,4.0,0,0,0,1
9179,5.30042,1993,2.0,2.0,1,0,0,0
9180,6.58788,2019,2.0,4.0,1,0,0,0
9181,4.55939,1910,2.0,5.0,0,0,0,0
9182,7.57121,2016,1.0,1.0,0,0,0,1
9183,5.93303,1988,2.0,4.0,1,0,0,0
9184,7.61184,2016,2.0,5.0,0,0,0,1
9185,7.59543,2021,2.0,10.0,0,0,1,0
9186,6.37212,2017,1.0,6.0,0,0,1,0
9187,6.38458,2010,1.0,3.0,1,0,0,0
9188,6.4683,2017,2.0,2.0,1,0,0,0
9189,7.69861,2001,2.0,2.0,0,0,0,1
9190,6.69982,2000,2.0,8.0,0,0,1,0
9191,7.25424,2009,2.0,4.0,0,0,0,1
9192,6.42042,2018,2.0,6.0,0,0,1,0
9193,6.0859,2018,1.0,5.0,1,0,0,0
9194,5.25345,1910,1.0,6.0,0,0,1,0
9195,8.43939,2020,2.0,2.0,0,0,0,1
9196,7.10743,2017,3.0,6.0,0,0,1,0
9197,7.09679,2020,1.0,4.0,0,0,0,0
9198,6.50281,2015,2.0,4.0,0,0,0,1
9199,4.76537,2011,4.0,6.0,0,0,1,0
9200,5.31606,2014,2.0,6.0,0,0,1,0
9201,5.99929,2013,3.0,6.0,0,0,1,0
9202,7.27788,2016,2.0,4.0,0,0,0,1
9203,3.80982,2006,2.0,6.0,0,0,1,0
9204,6.33788,1990,2.0,4.0,0,0,0,1
9205,5.20758,1965,2.0,4.0,0,0,0,0
9206,6.30107,2017,2.0,4.0,1,0,0,0
9207,6.69121,2015,3.0,6.0,0,0,1,0
9208,7.55594,2017,2.0,2.0,0,0,0,1
9209,7.05405,1991,2.0,2.0,0,0,0,1
9210,5.15667,2000,2.0,4.0,1,0,0,0
9211,6.36127,2016,2.0,4.0,0,0,0,0
9212,7.36606,2006,2.0,2.0,0,0,0,1
9213,5.98683,1941,2.0,2.0,1,0,0,0
9214,7.18177,2014,1.0,4.0,0,0,0,1
9215,5.37079,1989,2.0,8.0,0,0,1,0
9216,7.88652,2021,2.0,8.0,0,0,0,1
9217,6.43278,2006,1.0,4.0,1,0,0,0
9218,5.72256,2014,2.0,4.0,1,0,0,0
9219,6.11079,2014,1.0,1.0,1,0,0,0
9220,5.48506,2004,2.0,2.0,1,0,0,0
9221,6.3115,2017,2.0,6.0,0,0,1,0
9222,5.66677,1993,3.0,6.0,0,0,0,1
9223,6.82896,1996,2.0,8.0,0,0,0,1
9224,7.18052,2020,1.0,1.0,0,0,0,1
9225,5.96799,2009,2.0,8.0,0,0,1,0
9226,7.21494,2019,2.0,8.0,0,0,1,0
9227,7.40823,2016,2.0,4.0,0,1,0,0
9228,6.81677,1984,2.0,2.0,0,0,0,1
9229,6.74435,2010,2.0,2.0,1,0,0,0
9230,7.17348,2018,1.0,5.0,0,0,0,1
9231,7.03681,2017,1.0,4.0,0,0,0,1
9232,7.41502,2017,1.0,4.0,0,0,0,1
9233,5.39823,2007,3.0,8.0,0,0,1,0
9234,5.18201,2012,2.0,2.0,1,0,0,0
9235,5.54329,2011,3.0,7.0,0,0,0,1
9236,6.22835,2007,3.0,7.0,0,0,1,0
9237,6.86152,2015,2.0,4.0,1,0,0,0
9238,6.51459,2018,3.0,5.0,1,0,0,0
9239,7.07866,2018,3.0,6.0,0,0,1,0
9240,6.64177,2011,2.0,2.0,0,0,0,1
9241,6.36104,1980,2.0,16.0,0,0,0,1
9242,5.63742,2004,2.0,6.0,0,0,0,1
9243,5.76421,2001,2.0,4.0,1,0,0,0
9244,6.66994,2016,2.0,4.0,1,0,0,0
9245,6.51135,2012,3.0,6.0,0,0,0,1
9246,5.30497,2011,2.0,4.0,1,0,0,0
9247,6.81245,2016,2.0,6.0,0,0,1,0
9248,6.90742,2019,2.0,4.0,1,0,0,0
9249,5.39654,2018,1.0,8.0,0,0,0,0
9250,5.87055,2010,2.0,4.0,0,0,0,1
9251,5.96277,2014,2.0,5.0,0,0,0,1
9252,6.856,2016,2.0,6.0,0,0,1,0
9253,6.30951,2009,3.0,6.0,0,0,1,0
9254,6.73221,2017,2.0,5.0,1,0,0,0
9255,6.78872,2014,2.0,4.0,0,0,0,1
9256,6.96791,2018,3.0,8.0,0,0,0,1
9257,6.3091,2018,2.0,5.0,1,0,0,0
9258,5.74356,2002,2.0,5.0,1,0,0,0
9259,6.00706,2006,2.0,6.0,0,0,1,0
9260,5.85951,1993,2.0,4.0,1,0,0,0
9261,5.45368,2016,4.0,10.0,0,0,1,0
9262,7.42088,2009,2.0,2.0,0,1,0,0
9263,4.98085,2014,4.0,12.0,0,0,1,0
9264,4.89018,2014,5.0,20.0,0,0,1,0
9265,6.31025,2004,2.0,8.0,0,0,1,0
9266,5.62773,2008,2.0,4.0,1,0,0,0
9267,5.46748,1999,3.0,6.0,0,0,1,0
9268,7.27083,2020,1.0,4.0,0,0,0,1
9269,6.2342,2017,2.0,4.0,1,0,0,0
9270,5.36358,1993,2.0,5.0,1,0,0,0
9271,6.45006,1930,3.0,8.0,0,0,1,0
9272,7.26321,2019,2.0,5.0,0,0,0,1
9273,5.74228,2007,2.0,6.0,0,0,0,1
9274,6.63827,2008,2.0,6.0,0,0,1,0
9275,5.50278,2010,2.0,4.0,0,0,0,0
9276,5.04698,1999,2.0,4.0,1,0,0,0
9277,5.56605,2007,2.0,4.0,0,0,0,1
9278,6.94784,2014,2.0,4.0,0,0,0,1
9279,5.27623,2011,2.0,22.0,0,0,1,0
9280,5.44815,2001,2.0,8.0,0,0,1,0
9281,6.32537,2016,2.0,4.0,0,0,0,0
9282,5.62583,1910,1.0,1.0,1,0,0,0
9283,7.03037,2008,2.0,4.0,0,0,0,1
9284,8.48364,2015,2.0,4.0,0,1,0,0
9285,5.99383,2011,2.0,5.0,0,0,0,1
9286,6.01915,2018,2.0,4.0,1,0,0,0
9287,5.16993,1986,2.0,6.0,0,0,1,0
9288,4.94599,1989,1.0,2.0,1,0,0,0
9289,5.68765,1990,1.0,4.0,1,0,0,0
9290,6.63486,2015,2.0,5.0,0,0,0,1
9291,5.36704,2006,2.0,6.0,0,0,1,0
9292,5.59691,2008,2.0,6.0,0,0,1,0
9293,6.23426,2015,2.0,4.0,0,0,0,0
9294,7.28327,1983,2.0,6.0,0,1,0,0
