,average,yearpublished,minplayers,maxplayers,NEW_CAT_Family_Game,NEW_CAT_Heavy_Game,NEW_CAT_Party_Game,NEW_CAT_Strategy_Game
3561,7.2675,2017,2.0,6.0,0,0,0,1
3562,8.03554,2003,2.0,2.0,0,1,0,0
3563,5.90924,1965,2.0,2.0,0,0,0,1
3564,6.37903,2018,2.0,5.0,1,0,0,0
3565,6.71566,1942,2.0,2.0,0,0,0,1
3566,5.79418,2002,3.0,5.0,0,0,0,1
3567,7.06983,2018,2.0,4.0,0,0,0,1
3568,6.37571,1988,2.0,4.0,0,0,0,1
3569,6.14416,1989,2.0,8.0,0,0,1,0
3570,5.94334,2016,3.0,6.0,0,0,1,0
3571,5.71301,2005,2.0,6.0,0,0,1,0
3572,7.28287,1989,1.0,9.0,0,0,0,1
3573,7.15946,2021,2.0,4.0,1,0,0,0
3574,7.26166,2018,1.0,4.0,1,0,0,0
3575,8.58878,2017,2.0,6.0,0,1,0,0
3576,8.56397,2021,1.0,4.0,0,1,0,0
3577,5.83795,2013,2.0,4.0,1,0,0,0
3578,7.07323,2006,3.0,16.0,0,0,1,0
3579,7.49801,2017,2.0,2.0,0,0,0,1
3580,6.32294,2006,4.0,4.0,1,0,0,0
3581,6.64891,2012,4.0,9.0,0,0,1,0
3582,7.90904,2015,2.0,2.0,0,0,0,1
3583,6.30846,2018,2.0,4.0,1,0,0,0
3584,5.77676,2005,2.0,4.0,0,0,0,1
3585,7.56079,2020,3.0,6.0,0,0,1,0
3586,6.67416,1987,1.0,1.0,0,0,0,1
3587,7.49359,1988,2.0,4.0,0,0,0,1
3588,5.7957,1999,2.0,8.0,0,0,0,1
3589,7.03598,2020,2.0,2.0,1,0,0,0
3590,7.01297,2018,2.0,2.0,0,0,0,0
3591,8.12466,2017,2.0,8.0,0,0,0,1
3592,6.80795,2015,3.0,8.0,0,0,1,0
3593,6.02908,2009,3.0,6.0,0,0,0,1
3594,6.07857,2014,2.0,4.0,0,0,0,0
3595,7.27714,2021,2.0,2.0,1,0,0,0
3596,5.9004,1987,1.0,1.0,1,0,0,0
3597,6.32015,2004,3.0,6.0,0,0,0,1
3598,8.79316,2019,1.0,8.0,0,0,0,1
3599,6.04968,2016,2.0,6.0,0,0,1,0
3600,6.70213,2008,3.0,4.0,0,0,0,1
3601,6.33252,1974,2.0,6.0,0,0,1,0
3602,6.67382,2002,3.0,22.0,0,0,1,0
3603,6.4622,1976,1.0,2.0,0,0,0,1
3604,7.45425,1984,2.0,2.0,0,1,0,0
3605,7.04412,2020,2.0,4.0,0,0,0,0
3606,6.46463,1969,2.0,6.0,0,0,1,0
3607,7.91311,2004,2.0,4.0,0,1,0,0
3608,6.4196,2011,2.0,4.0,1,0,0,0
3609,7.11665,2010,2.0,4.0,0,0,0,1
3610,6.97762,2014,2.0,6.0,0,0,1,0
3611,6.20899,2012,2.0,4.0,1,0,0,0
3612,7.26003,1989,1.0,2.0,0,0,0,1
3613,7.77085,2015,2.0,2.0,0,0,0,1
3614,7.90635,2019,1.0,4.0,0,1,0,0
3615,7.95471,2020,2.0,4.0,1,0,0,0
3616,6.80767,2018,1.0,4.0,1,0,0,0
3617,6.4749,2009,3.0,5.0,1,0,0,0
3618,5.51421,2013,2.0,6.0,0,0,1,0
3619,6.42794,2001,3.0,6.0,0,0,0,1
3620,5.07738,2003,2.0,6.0,0,0,1,0
3621,5.81282,1910,2.0,2.0,0,0,0,0
3622,6.83408,2009,2.0,5.0,0,0,0,1
3623,6.37623,2013,2.0,7.0,0,0,1,0
3624,7.22096,2016,1.0,2.0,1,0,0,0
3625,7.55053,2011,2.0,4.0,0,0,0,1
3626,6.09072,1999,2.0,4.0,0,0,0,1
3627,5.24586,2001,2.0,6.0,0,0,1,0
3628,6.57973,2014,2.0,4.0,0,0,0,1
3629,5.81743,1992,2.0,2.0,0,0,0,1
3630,6.05592,2011,2.0,6.0,0,0,1,0
3631,7.86004,2021,1.0,4.0,0,1,0,0
3632,7.37992,2010,2.0,4.0,0,1,0,0
3633,6.69034,2017,2.0,4.0,1,0,0,0
3634,6.31311,1993,2.0,6.0,0,0,0,1
3635,8.01583,2016,1.0,2.0,0,0,0,1
3636,5.94039,2014,2.0,4.0,1,0,0,0
3637,7.04881,2013,3.0,6.0,0,0,1,0
3638,6.68105,2018,2.0,6.0,0,0,0,1
3639,6.82933,2018,2.0,4.0,0,0,0,1
3640,5.04015,2009,4.0,10.0,0,0,1,0
3641,6.47174,1999,3.0,6.0,0,0,1,0
3642,6.43555,2007,3.0,5.0,0,0,0,1
3643,6.76599,2018,1.0,4.0,1,0,0,0
3644,6.14334,2010,3.0,4.0,0,0,0,1
3645,6.15245,2005,2.0,5.0,0,0,0,1
3646,7.0465,1990,3.0,7.0,0,1,0,0
3647,5.48835,2016,2.0,8.0,0,0,1,0
3648,6.55966,2001,1.0,2.0,1,0,0,0
3649,7.4286,2013,1.0,6.0,0,0,0,1
3650,6.16318,2009,3.0,5.0,0,0,0,1
3651,7.91151,2019,2.0,4.0,0,0,0,1
3652,6.98432,2014,3.0,3.0,0,0,0,1
3653,7.81216,2016,1.0,2.0,0,0,0,1
3654,6.86894,1981,2.0,6.0,0,0,0,1
3655,6.85385,2014,2.0,4.0,0,0,0,1
3656,7.37475,2021,2.0,4.0,0,0,0,1
3657,5.96355,2009,2.0,4.0,1,0,0,0
3658,4.41177,1989,3.0,4.0,1,0,0,0
3659,6.28486,2016,2.0,6.0,0,0,1,0
3660,7.31879,2017,2.0,4.0,0,0,0,1
3661,6.51264,2017,2.0,5.0,0,0,0,1
3662,6.72185,2017,2.0,4.0,0,0,0,1
3663,7.68629,2021,2.0,8.0,0,0,0,1
3664,6.79641,2008,3.0,5.0,0,1,0,0
3665,6.59169,2013,2.0,4.0,1,0,0,0
3666,8.09927,2018,3.0,5.0,0,1,0,0
3667,6.45578,2007,2.0,2.0,1,0,0,0
3668,7.25085,2018,2.0,5.0,1,0,0,0
3669,7.34508,1976,2.0,2.0,0,0,0,1
3670,6.39498,1998,2.0,5.0,1,0,0,0
3671,7.06601,2018,2.0,5.0,0,0,0,0
3672,7.07148,2019,2.0,4.0,0,0,0,1
3673,5.46689,1993,3.0,10.0,0,0,1,0
3674,6.9622,1972,2.0,2.0,0,0,0,1
3675,7.57148,2012,2.0,5.0,1,0,0,0
3676,5.31977,1986,3.0,6.0,0,0,1,0
3677,5.69097,1988,2.0,7.0,0,0,1,0
3678,6.22248,2013,2.0,4.0,1,0,0,0
3679,7.04467,2019,3.0,6.0,0,0,1,0
3680,7.25742,2007,2.0,2.0,0,0,0,1
3681,8.31567,2018,1.0,4.0,0,0,0,1
3682,6.78486,2019,1.0,1.0,0,0,0,1
3683,7.6233,2015,2.0,4.0,1,0,0,0
3684,7.4464,2013,1.0,1.0,0,0,0,1
3685,6.1167,2013,2.0,5.0,1,0,0,0
3686,7.39596,2009,3.0,3.0,0,1,0,0
3687,7.17835,1999,3.0,5.0,0,1,0,0
3688,6.49079,2017,2.0,2.0,1,0,0,0
3689,6.11595,2009,4.0,22.0,0,0,1,0
3690,4.77507,2009,3.0,6.0,0,0,1,0
3691,5.22769,2008,2.0,2.0,0,0,0,0
3692,5.40003,1998,2.0,5.0,1,0,0,0
3693,6.96652,2016,2.0,4.0,0,0,0,1
3694,7.07244,2020,1.0,5.0,0,0,0,1
3695,6.96541,2019,3.0,8.0,0,0,0,1
3696,4.37638,1998,3.0,8.0,0,0,1,0
3697,6.89719,2020,3.0,7.0,0,0,1,0
3698,6.80248,2015,3.0,5.0,0,0,0,1
3699,6.73344,2014,2.0,5.0,0,0,0,1
3700,6.64886,2017,3.0,5.0,1,0,0,0
3701,6.19546,2004,3.0,5.0,1,0,0,0
3702,6.37075,2016,3.0,5.0,1,0,0,0
3703,6.51071,2004,2.0,8.0,0,0,1,0
3704,6.59352,2019,1.0,6.0,0,0,0,1
3705,6.62609,1997,2.0,6.0,0,0,0,1
3706,7.09688,2020,2.0,4.0,1,0,0,0
3707,5.92564,1986,2.0,6.0,0,0,1,0
3708,6.04681,2001,2.0,4.0,1,0,0,0
3709,6.94355,2019,1.0,5.0,0,0,0,1
3710,7.62324,2008,2.0,2.0,0,0,0,1
3711,7.54424,2020,2.0,3.0,1,0,0,0
3712,8.26654,2020,2.0,4.0,0,0,0,1
3713,4.75851,2015,2.0,2.0,0,0,0,0
3714,5.97041,2004,2.0,5.0,1,0,0,0
3715,6.28427,2009,2.0,2.0,1,0,0,0
3716,7.46234,2012,2.0,2.0,0,0,0,1
3717,6.33311,2002,2.0,8.0,0,0,1,0
3718,6.94906,2016,1.0,5.0,0,0,0,1
3719,6.92123,2018,2.0,4.0,0,0,0,1
3720,6.4431,2012,2.0,4.0,1,0,0,0
3721,6.61012,2008,2.0,2.0,0,0,0,1
3722,7.57101,2016,2.0,6.0,0,0,0,1
3723,6.21808,1993,2.0,6.0,0,0,1,0
3724,6.36491,1995,2.0,4.0,1,0,0,0
3725,6.25202,2016,2.0,5.0,1,0,0,0
3726,6.56757,2019,2.0,6.0,0,0,1,0
3727,7.69245,1995,1.0,4.0,0,1,0,0
3728,6.57776,2011,2.0,5.0,0,1,0,0
3729,7.79087,2020,1.0,4.0,0,0,0,1
3730,6.91082,2019,2.0,4.0,1,0,0,0
3731,6.28067,2016,2.0,4.0,0,0,0,0
3732,6.12125,2017,2.0,4.0,0,0,0,0
3733,5.92108,2010,2.0,6.0,0,0,1,0
3734,7.99355,2021,1.0,4.0,1,0,0,0
3735,6.77109,1998,2.0,4.0,0,0,0,1
3736,6.14302,2000,3.0,5.0,0,0,0,1
3737,6.67284,1985,1.0,6.0,0,0,0,1
3738,5.94507,1972,2.0,2.0,0,0,0,1
3739,7.02471,2019,2.0,4.0,1,0,0,0
3740,6.10713,2012,2.0,5.0,0,0,0,1
3741,6.19086,2014,2.0,6.0,0,0,0,1
3742,6.67868,2002,2.0,4.0,0,0,0,1
3743,7.4136,2006,2.0,4.0,0,1,0,0
3744,5.22943,2016,1.0,5.0,0,0,0,0
3745,6.8711,2010,2.0,4.0,0,0,0,1
3746,8.26984,2021,1.0,4.0,1,0,0,0
3747,6.28187,2017,2.0,6.0,0,0,1,0
3748,6.54461,2007,2.0,5.0,1,0,0,0
3749,7.5209,2018,2.0,4.0,0,0,0,1
3750,6.42607,2003,2.0,4.0,1,0,0,0
3751,7.18632,2015,3.0,6.0,0,0,1,0
3752,6.67429,1982,2.0,6.0,0,0,0,1
3753,7.33003,2015,2.0,5.0,0,0,0,0
3754,6.28675,2019,1.0,8.0,0,0,1,0
3755,6.42542,2015,2.0,4.0,0,0,0,1
3756,6.39497,1977,2.0,2.0,0,0,0,1
3757,6.26548,2015,3.0,10.0,0,0,1,0
3758,6.99921,2019,2.0,4.0,0,0,0,1
3759,7.06989,2018,1.0,5.0,0,0,0,1
3760,5.70336,2003,2.0,5.0,1,0,0,0
3761,5.7314,1990,2.0,5.0,0,0,0,0
3762,6.51666,2006,2.0,4.0,0,0,0,0
3763,6.46532,2017,2.0,6.0,0,0,1,0
3764,7.22463,1985,2.0,2.0,0,0,0,1
3765,6.86151,2004,2.0,2.0,0,0,0,1
3766,7.90545,2017,1.0,4.0,0,1,0,0
3767,6.64307,2015,2.0,2.0,0,0,0,1
3768,6.53744,2014,2.0,4.0,0,0,0,0
3769,6.49554,2011,2.0,4.0,0,0,0,1
3770,6.71784,2012,2.0,4.0,0,0,0,1
3771,7.04571,2018,2.0,4.0,0,0,0,1
3772,6.62227,2001,2.0,7.0,0,0,0,1
3773,7.40694,2012,2.0,4.0,0,0,0,1
3774,7.74955,2020,2.0,4.0,0,0,0,1
3775,6.66541,2017,2.0,5.0,1,0,0,0
3776,8.4282,2020,2.0,2.0,1,0,0,0
3777,6.44636,2013,2.0,4.0,0,0,0,0
3778,6.4461,1999,3.0,5.0,0,0,0,1
3779,7.12676,2018,1.0,2.0,0,0,0,1
3780,5.7889,2004,4.0,12.0,0,0,0,1
3781,5.23797,2003,2.0,4.0,0,0,0,0
3782,7.99377,2021,1.0,4.0,0,1,0,0
3783,6.79834,2019,1.0,4.0,0,0,0,1
3784,6.48559,2014,2.0,4.0,0,0,0,1
3785,6.37602,2003,2.0,2.0,1,0,0,0
3786,5.7627,1997,1.0,5.0,0,0,0,0
3787,6.87964,2007,2.0,2.0,0,0,0,1
3788,7.66407,1991,2.0,2.0,0,1,0,0
3789,7.30568,1977,2.0,2.0,0,0,0,1
3790,7.14366,2018,2.0,4.0,0,0,0,1
3791,5.43837,1998,2.0,6.0,0,0,1,0
3792,6.72373,1979,2.0,2.0,0,1,0,0
3793,6.84405,2008,3.0,4.0,0,0,0,1
3794,6.35348,2016,2.0,4.0,1,0,0,0
3795,7.14805,2017,1.0,6.0,0,0,0,1
3796,6.19521,2009,5.0,8.0,0,0,1,0
3797,7.35815,2018,2.0,5.0,0,1,0,0
3798,6.76753,2020,2.0,4.0,1,0,0,0
3799,6.92217,1984,2.0,6.0,0,0,0,1
3800,7.49474,2020,2.0,2.0,0,0,0,1
3801,6.61943,2006,3.0,8.0,0,0,1,0
3802,5.81002,2014,2.0,4.0,1,0,0,0
3803,6.36416,1999,2.0,6.0,0,0,0,1
3804,7.04771,2019,1.0,4.0,1,0,0,0
3805,6.24259,2018,3.0,6.0,0,0,1,0
3806,7.25783,2018,2.0,5.0,0,0,0,1
3807,6.71292,2006,3.0,5.0,0,0,0,1
3808,7.07646,2016,2.0,5.0,0,0,0,1
3809,7.51628,2016,1.0,4.0,0,0,0,1
3810,6.17959,2009,2.0,4.0,1,0,0,0
3811,7.38346,2021,1.0,4.0,0,1,0,0
3812,6.8049,2015,2.0,6.0,0,0,1,0
3813,7.18218,2019,2.0,2.0,0,0,0,1
3814,7.78194,2019,1.0,4.0,0,0,0,1
3815,6.82629,2019,1.0,6.0,0,0,1,0
3816,7.11409,2019,2.0,2.0,0,0,0,1
3817,7.0382,2015,2.0,4.0,0,0,0,1
3818,6.09509,2010,2.0,6.0,0,0,1,0
3819,6.08173,2004,3.0,12.0,0,0,1,0
3820,6.56691,2011,2.0,4.0,0,0,0,1
3821,6.66761,2016,2.0,5.0,0,0,0,1
3822,6.51347,2004,2.0,2.0,0,0,0,1
3823,6.04814,2005,2.0,4.0,1,0,0,0
3824,6.66812,2005,2.0,2.0,0,0,0,1
3825,5.9277,2014,2.0,4.0,1,0,0,0
3826,6.50581,2005,2.0,8.0,0,0,0,1
3827,7.46541,2018,1.0,4.0,0,0,0,1
3828,8.2377,2017,1.0,5.0,0,1,0,0
3829,8.29888,2017,2.0,2.0,0,1,0,0
3830,6.97567,2019,2.0,5.0,1,0,0,0
3831,6.33809,2013,3.0,8.0,0,0,1,0
3832,6.30903,2012,2.0,4.0,1,0,0,0
3833,6.34503,2012,3.0,8.0,0,0,0,1
3834,6.23725,2001,3.0,7.0,0,0,1,0
3835,6.239,1988,2.0,8.0,0,0,1,0
3836,7.7623,2021,2.0,2.0,1,0,0,0
3837,6.24813,2009,2.0,4.0,1,0,0,0
3838,6.08645,2018,2.0,2.0,1,0,0,0
3839,6.72577,2015,2.0,2.0,0,0,0,1
3840,6.32331,1981,3.0,6.0,0,0,1,0
3841,7.23187,2002,2.0,2.0,0,0,0,1
3842,6.78752,2016,2.0,4.0,1,0,0,0
3843,6.05598,1998,3.0,5.0,0,0,0,0
3844,8.0684,2019,1.0,4.0,0,1,0,0
3845,6.95409,2017,2.0,4.0,0,0,0,1
3846,6.91869,2020,1.0,4.0,0,0,0,1
3847,7.83492,2021,2.0,4.0,0,0,0,1
3848,6.74802,2014,2.0,4.0,0,0,0,0
3849,3.80076,2001,3.0,8.0,0,0,1,0
3850,6.52695,2017,2.0,4.0,0,0,0,1
3851,5.47073,1999,2.0,4.0,0,0,0,0
3852,6.24823,2011,2.0,5.0,1,0,0,0
3853,6.95078,2019,2.0,4.0,0,0,0,1
3854,5.84534,2002,3.0,5.0,1,0,0,0
3855,6.21853,2001,2.0,4.0,0,0,0,1
3856,6.19398,2015,3.0,5.0,1,0,0,0
3857,7.39943,2008,2.0,2.0,0,0,0,1
3858,7.34403,2020,2.0,4.0,0,0,0,1
3859,7.86515,2020,1.0,6.0,0,0,0,1
3860,7.40329,2016,1.0,4.0,0,0,0,1
3861,7.61364,2015,1.0,4.0,0,0,0,1
3862,7.00784,2021,1.0,9.0,0,0,1,0
3863,5.98527,2012,2.0,6.0,0,0,1,0
3864,6.99169,2020,1.0,4.0,0,0,0,1
3865,6.26947,2008,2.0,6.0,0,0,1,0
3866,7.29492,1990,2.0,6.0,0,0,0,1
3867,7.33389,2015,1.0,4.0,0,0,0,1
3868,6.83535,2016,2.0,6.0,0,0,1,0
3869,5.5383,2000,2.0,22.0,0,0,1,0
3870,6.58225,2003,3.0,8.0,0,0,1,0
3871,7.26874,2016,2.0,4.0,0,0,0,1
3872,6.2865,2015,2.0,6.0,0,0,1,0
3873,7.33498,2010,1.0,1.0,1,0,0,0
3874,7.2376,2017,2.0,4.0,1,0,0,0
3875,6.07535,2018,4.0,10.0,0,0,1,0
3876,6.87828,2001,2.0,2.0,0,0,0,1
3877,5.78624,2007,2.0,5.0,1,0,0,0
3878,7.00106,2019,3.0,6.0,0,0,1,0
3879,7.02222,1973,2.0,2.0,0,0,0,1
3880,7.00058,2017,2.0,5.0,1,0,0,0
3881,7.48539,2007,2.0,2.0,0,0,0,1
3882,6.75111,2012,3.0,8.0,0,0,1,0
3883,6.92388,2019,2.0,4.0,1,0,0,0
3884,6.23545,2003,2.0,4.0,1,0,0,0
3885,6.66609,2011,2.0,4.0,0,0,0,1
3886,6.8082,2018,2.0,4.0,0,0,0,1
3887,6.23384,2009,2.0,4.0,0,0,0,0
3888,6.70615,2017,2.0,4.0,0,0,0,1
3889,7.27519,2019,2.0,4.0,1,0,0,0
3890,6.82392,2019,1.0,6.0,0,0,0,1
3891,5.73499,2003,4.0,12.0,0,0,1,0
3892,6.8785,2013,1.0,4.0,0,0,0,1
3893,5.63147,2013,2.0,4.0,0,0,0,1
3894,7.85842,2013,1.0,1.0,0,0,0,1
3895,5.14784,1985,2.0,6.0,0,0,1,0
3896,7.68195,2021,2.0,4.0,0,0,0,1
3897,6.13868,2015,2.0,8.0,0,0,1,0
3898,6.90173,2019,2.0,4.0,0,0,0,1
3899,5.71411,1995,2.0,4.0,0,0,0,0
3900,6.10074,2004,2.0,6.0,0,0,0,1
3901,5.87334,2014,2.0,2.0,1,0,0,0
3902,6.7463,2016,4.0,8.0,0,0,1,0
3903,7.91792,2018,2.0,2.0,0,0,0,1
3904,6.55603,2012,2.0,4.0,1,0,0,0
3905,6.93212,2005,2.0,4.0,0,0,0,1
3906,6.07675,2013,1.0,4.0,0,0,0,0
3907,6.05428,2002,2.0,4.0,1,0,0,0
3908,6.88261,2016,2.0,5.0,0,0,0,1
3909,7.49356,2016,1.0,5.0,0,0,0,1
3910,7.24994,1998,2.0,6.0,0,0,0,1
3911,6.67963,2012,2.0,2.0,0,0,0,1
3912,5.2716,2012,3.0,6.0,0,0,1,0
3913,6.55878,1987,3.0,5.0,0,0,0,1
3914,5.96159,1910,2.0,2.0,1,0,0,0
3915,5.37442,2005,2.0,4.0,0,0,0,1
3916,7.99131,2021,1.0,4.0,0,1,0,0
3917,6.55099,2009,1.0,4.0,1,0,0,0
3918,7.90516,2020,1.0,4.0,1,0,0,0
3919,6.64731,2019,4.0,10.0,0,0,1,0
3920,5.34174,1965,1.0,6.0,0,0,1,0
3921,6.24388,2003,2.0,4.0,0,0,0,0
3922,5.97899,2008,3.0,5.0,1,0,0,0
3923,7.08555,2021,1.0,4.0,0,0,0,1
3924,4.00526,1910,1.0,6.0,0,0,1,0
3925,6.35325,2015,2.0,2.0,1,0,0,0
3926,6.14544,2005,2.0,4.0,1,0,0,0
3927,6.94198,2015,3.0,6.0,0,0,1,0
3928,7.59343,2020,2.0,6.0,0,0,1,0
3929,7.49441,2020,2.0,4.0,0,0,0,1
3930,6.99514,2018,2.0,4.0,1,0,0,0
3931,6.42895,2013,2.0,5.0,0,0,0,1
3932,7.13677,2018,1.0,4.0,0,0,0,1
3933,5.67717,2010,1.0,6.0,0,0,1,0
3934,6.70116,2008,2.0,4.0,0,0,0,1
3935,5.57358,2004,2.0,4.0,0,0,0,1
3936,6.20197,2006,2.0,6.0,0,0,1,0
3937,5.84213,2005,2.0,4.0,1,0,0,0
3938,7.01697,2021,1.0,7.0,0,0,1,0
3939,6.15861,2011,2.0,4.0,0,0,0,1
3940,7.07707,2017,2.0,4.0,1,0,0,0
3941,5.89006,2001,2.0,2.0,1,0,0,0
3942,7.59907,2018,1.0,5.0,0,0,0,1
3943,5.8179,2015,1.0,4.0,0,0,0,0
3944,7.04481,2016,2.0,5.0,1,0,0,0
3945,6.50552,2017,2.0,4.0,0,0,0,1
3946,6.5417,2016,2.0,4.0,0,0,0,1
3947,6.91545,2019,2.0,4.0,0,0,0,1
3948,5.83844,2013,1.0,4.0,1,0,0,0
3949,6.82713,2018,2.0,5.0,0,0,0,1
3950,6.25675,2009,2.0,4.0,1,0,0,0
3951,6.95931,1993,3.0,4.0,0,0,0,1
3952,6.83485,2004,3.0,5.0,1,0,0,0
3953,6.32002,2015,2.0,4.0,0,0,0,1
3954,6.20197,1990,2.0,6.0,0,0,1,0
3955,6.10898,2011,2.0,6.0,0,0,1,0
3956,6.53316,2013,2.0,4.0,1,0,0,0
3957,6.20112,2015,1.0,4.0,1,0,0,0
3958,6.80851,2011,2.0,5.0,0,0,0,1
3959,7.74423,2011,2.0,2.0,0,0,0,1
3960,5.02201,2011,1.0,4.0,1,0,0,0
3961,7.82124,2017,2.0,6.0,0,1,0,0
3962,5.20252,1996,2.0,6.0,0,0,0,1
3963,6.29765,2016,2.0,22.0,0,0,1,0
3964,6.94693,2014,2.0,5.0,0,0,0,1
3965,6.27871,2004,3.0,6.0,0,0,1,0
3966,6.52854,2017,2.0,4.0,1,0,0,0
3967,6.3971,2017,2.0,4.0,1,0,0,0
3968,6.90989,2020,2.0,4.0,0,0,0,1
3969,7.60014,2015,2.0,4.0,0,0,0,1
3970,6.19217,1986,2.0,8.0,0,1,0,0
3971,5.36438,2000,2.0,6.0,0,0,1,0
3972,6.94111,2013,2.0,4.0,0,0,0,1
3973,7.49017,2017,1.0,1.0,1,0,0,0
3974,6.11095,2010,1.0,4.0,1,0,0,0
3975,7.38238,1986,1.0,1.0,0,0,0,1
3976,7.82441,2012,2.0,4.0,0,0,0,1
3977,6.06986,2016,2.0,4.0,1,0,0,0
3978,5.53768,2000,2.0,6.0,0,0,1,0
3979,7.12342,2006,1.0,2.0,0,0,0,1
3980,5.81463,2006,2.0,4.0,0,0,0,1
3981,6.70048,2017,2.0,5.0,1,0,0,0
3982,8.75749,2020,1.0,4.0,0,0,0,1
3983,7.17408,2009,3.0,6.0,0,1,0,0
3984,5.96629,1967,2.0,4.0,1,0,0,0
3985,6.54579,2018,2.0,4.0,1,0,0,0
3986,8.25513,1998,3.0,5.0,0,1,0,0
3987,6.13119,2010,2.0,2.0,1,0,0,0
3988,7.29641,2018,1.0,4.0,0,0,0,1
3989,5.55801,2013,2.0,4.0,1,0,0,0
3990,6.34685,2015,2.0,5.0,1,0,0,0
3991,5.98302,1997,4.0,6.0,0,0,1,0
3992,7.24877,2015,1.0,5.0,0,0,0,1
3993,5.23416,1994,2.0,8.0,0,0,0,1
3994,6.47701,2014,2.0,8.0,0,0,0,1
3995,6.63702,2017,2.0,5.0,0,0,0,1
3996,6.75396,2019,1.0,4.0,0,0,0,1
3997,5.99506,2014,2.0,6.0,0,0,1,0
3998,6.49801,2015,2.0,5.0,1,0,0,0
3999,5.72497,1964,2.0,8.0,0,0,0,1
4000,7.08593,2019,3.0,6.0,0,0,1,0
4001,6.08029,2013,1.0,4.0,0,0,0,1
4002,8.06262,2019,2.0,5.0,0,0,0,1
4003,7.12448,1976,2.0,4.0,0,0,0,1
4004,6.83305,2017,2.0,8.0,0,0,0,1
4005,7.3574,2015,2.0,2.0,0,0,0,1
4006,6.54814,2014,2.0,2.0,1,0,0,0
4007,7.21642,2020,1.0,4.0,1,0,0,0
4008,6.67758,2001,2.0,4.0,1,0,0,0
4009,6.49766,2015,3.0,5.0,0,0,0,1
4010,7.81178,2013,2.0,4.0,0,1,0,0
4011,7.3982,2005,2.0,2.0,0,0,0,1
4012,7.92897,2021,1.0,4.0,0,0,0,1
4013,6.71269,2019,2.0,4.0,0,0,0,0
4014,6.51617,2015,2.0,4.0,0,0,0,1
4015,6.68199,2017,2.0,7.0,0,0,1,0
4016,7.43433,2019,1.0,1.0,0,0,0,1
4017,6.57662,2019,2.0,2.0,0,0,0,0
4018,5.99446,1986,2.0,2.0,0,0,0,1
4019,5.7065,1955,2.0,8.0,0,0,1,0
4020,7.28131,2020,2.0,4.0,0,0,0,1
4021,7.40312,2015,2.0,2.0,1,0,0,0
4022,6.19936,2013,3.0,4.0,0,0,0,1
4023,6.33979,2000,2.0,6.0,0,0,1,0
4024,6.38897,2006,2.0,5.0,0,0,0,1
4025,6.44281,2016,2.0,4.0,0,0,0,1
4026,6.03402,1982,2.0,2.0,0,0,0,0
4027,7.67175,2017,1.0,5.0,0,0,0,1
4028,6.26984,2012,2.0,4.0,0,0,0,1
4029,6.61683,2016,3.0,5.0,1,0,0,0
4030,7.69859,2021,1.0,4.0,1,0,0,0
4031,6.6826,2019,2.0,4.0,1,0,0,0
4032,6.48935,2011,2.0,4.0,0,0,0,1
4033,6.71593,2015,2.0,2.0,0,0,0,1
4034,7.2326,2020,1.0,4.0,0,0,0,1
4035,7.26027,2015,1.0,6.0,0,0,0,1
4036,7.87022,2018,2.0,2.0,0,0,0,1
4037,6.7322,1969,2.0,2.0,0,0,0,1
4038,6.79323,2017,2.0,5.0,0,0,0,1
4039,6.02622,2014,2.0,5.0,1,0,0,0
4040,7.6334,2020,2.0,4.0,0,0,0,1
4041,5.47416,2009,1.0,5.0,1,0,0,0
4042,5.61938,1993,2.0,8.0,0,0,1,0
4043,7.45092,2017,3.0,5.0,0,0,0,1
4044,7.2481,2017,1.0,5.0,0,0,0,1
4045,7.11332,2014,2.0,2.0,0,0,0,1
4046,7.10369,2018,2.0,12.0,0,0,1,0
4047,6.5098,1976,1.0,5.0,0,0,0,1
4048,6.90872,2016,2.0,5.0,0,0,0,1
4049,6.83411,2010,2.0,5.0,0,0,0,1
4050,5.45986,2015,1.0,5.0,1,0,0,0
4051,6.06744,2006,3.0,5.0,1,0,0,0
4052,6.33184,2016,2.0,5.0,1,0,0,0
4053,6.7667,2015,2.0,4.0,1,0,0,0
4054,6.58046,2015,1.0,4.0,1,0,0,0
4055,6.60548,2014,2.0,4.0,1,0,0,0
4056,5.91058,1981,2.0,6.0,0,0,0,1
4057,6.92358,2017,1.0,4.0,0,0,0,1
4058,6.84709,2002,2.0,5.0,0,0,0,1
4059,5.67424,2014,2.0,5.0,1,0,0,0
4060,5.01213,2004,2.0,4.0,1,0,0,0
4061,6.39396,2017,2.0,6.0,0,0,1,0
4062,6.68759,2014,2.0,4.0,0,0,0,1
4063,6.24043,2016,1.0,5.0,1,0,0,0
4064,5.50244,2003,2.0,4.0,1,0,0,0
4065,6.3772,2008,2.0,4.0,0,0,0,1
4066,5.51287,1994,2.0,10.0,0,0,1,0
4067,7.0349,2015,2.0,4.0,0,0,0,1
4068,6.85796,2017,2.0,4.0,1,0,0,0
4069,6.91244,2016,1.0,5.0,0,0,0,1
4070,7.29588,2019,2.0,4.0,1,0,0,0
4071,6.99946,2020,2.0,6.0,0,0,1,0
4072,5.93193,2000,3.0,5.0,1,0,0,0
4073,5.88207,2010,2.0,6.0,0,0,1,0
4074,7.17949,2020,2.0,5.0,0,0,0,1
4075,6.87157,2013,2.0,5.0,0,0,0,1
